City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Hyderabad,07/11/2015,98.326794,106.152097,17.957569,19.915418,37.389766,10.801302,1.307203,8.826078,34.783004,1.478747,8.216639,205.619855,Poor
Hyderabad,07/11/2015,92.959154,108.349392,17.080199,15.168792,31.21435,11.652009,1.242197,10.366166,38.03351,1.470135,9.374828,225.744881,Poor
Hyderabad,06/10/2015,126.142324,107.529926,20.666829,21.653237,39.714312,10.458707,1.501519,10.125568,48.569162,1.550323,8.541279,220.960547,Poor
Hyderabad,08/10/2015,101.984794,102.76728,15.587333,19.157929,29.746816,11.215881,0.813499,11.783263,45.699104,1.344288,6.047374,247.870526,Poor
Hyderabad,18/10/2015,59.745471,91.731091,4.358858,9.633929,12.285053,8.336025,0.92833,5.998547,35.644622,1.149662,6.033561,216.166288,Poor
Hyderabad,18/10/2015,71.880395,112.070384,5.10032,13.12591,20.796393,10.536686,0.985513,8.663953,35.182043,1.522026,5.864979,225.727221,Poor
Hyderabad,21/10/2015,115.375515,116.684048,5.106294,4.368206,13.529237,15.808281,1.163571,10.242544,50.739969,1.06845,6.472399,217.554644,Poor
Hyderabad,16/10/2015,103.647381,164.285869,10.781937,52.612031,11.867695,28.926192,0,21.529605,44.846726,0.06,1.135178,279.424356,Poor
Hyderabad,08/10/2015,115.942657,188.88146,9.250632,48.764067,12.269002,15.708141,0.14457,26.320531,54.496752,0.573448,5.809583,237.010905,Poor
Hyderabad,16/10/2015,106.216515,148.932695,10.444737,48.964774,16.337811,21.582881,0.302211,14.51652,36.742697,0.10426,3.545679,280.89045,Poor
Hyderabad,18/10/2015,63.771619,104.781801,7.069464,17.29846,10.176705,10.657801,0.292599,6.143102,72.595269,0.847803,3.269862,217.049741,Poor
Hyderabad,06/10/2015,137.004077,109.141379,6.292501,9.456045,14.100362,8.575694,0.666804,8.936219,35.152581,1.643389,12.136584,232.279817,Poor
Hyderabad,06/10/2015,157.72461,110.500044,1.752716,2.639658,9.079233,8.364026,0.877419,7.137953,33.882366,1.801436,9.586706,232.173535,Poor
Hyderabad,06/10/2015,116.359463,109.203602,3.67657,1.857317,10.916389,11.456792,0.812735,7.838424,35.370043,1.248956,8.950466,241.304455,Poor
Hyderabad,10/10/2015,69.063856,86.64996,2.14547,4.179204,7.189194,7.571671,1.177037,7.010703,34.499659,1.26003,9.943992,221.342738,Poor
Hyderabad,06/10/2015,166.270327,111.22125,4.526197,3.810446,7.27703,9.057035,1.010349,9.88122,38.656608,2.040062,13.735666,253.984968,Poor
Hyderabad,08/10/2015,118.515114,115.166418,2.06851,2.232547,5.943678,8.854152,0.811329,7.839354,35.296908,1.409701,8.857972,261.347826,Poor
Hyderabad,06/10/2015,160.950179,110.234835,1.457061,2.447715,4.283023,8.500866,0.915325,9.150282,35.044991,1.184884,7.596358,230.680959,Poor
Hyderabad,10/10/2015,60.192204,110.226688,3.06597,0.987679,3.458684,8.319433,0.626627,6.826724,33.808013,1.512308,7.327707,210.022634,Poor
Hyderabad,10/10/2015,82.576528,102.809124,3.426498,2.323443,3.80147,11.17953,1.269551,7.38626,35.015736,1.492588,10.95093,212.92652,Poor
Hyderabad,06/10/2015,113.086389,106.72835,3.866896,4.997547,12.354423,11.222737,0.790416,6.298392,42.055601,1.156911,6.820644,240.678563,Poor
Hyderabad,10/10/2015,96.707927,102.268963,3.020406,0.74,2.571984,11.172386,0.844165,6.508797,51.154623,1.019836,5.516604,213.107254,Poor
Hyderabad,06/10/2015,112.206848,107.702953,3.025869,0.738765,2.574362,11.159275,1.152732,5.510774,50.934802,1.15,6.504143,233.933186,Poor
Hyderabad,10/10/2015,78.490242,94.14218,2.338713,1.726891,2.594074,8.139672,1.253208,6.4579,41.346787,1.20471,8.347625,219.298483,Poor
Hyderabad,06/10/2015,226.145156,94.685209,3.906538,3.164544,4.515676,10.469318,1.154638,6.524072,31.646069,1.524132,11.038384,249.852497,Poor
Hyderabad,18/10/2015,86.856151,107.984171,7.000663,11.034248,20.105465,11.751347,1.090579,10.27764,32.51666,1.478938,9.984778,206.155198,Poor
Hyderabad,08/10/2015,102.523029,102.779239,15.179975,18.667101,29.455929,11.266933,0.887797,11.191475,49.122305,1.342738,6.080673,244.763092,Poor
Hyderabad,06/10/2015,162.336433,98.480186,23.066512,20.520911,47.192183,10.441571,1.697512,14.599479,27.390329,2.269098,13.230921,215.93614,Poor
Hyderabad,18/10/2015,71.689609,112.495115,8.989424,16.601715,24.033845,10.465158,1.160223,8.437504,36.060392,1.51439,8.612027,213.432553,Poor
Hyderabad,18/10/2015,74.047836,108.700078,8.955116,16.427408,23.855147,10.744115,1.139905,8.622784,34.37072,1.555265,9.387494,213.303541,Poor
Hyderabad,07/11/2015,98.831641,106.041404,17.481725,19.120644,34.662873,11.176958,1.303397,8.845101,35.35986,1.473707,8.361687,205.492373,Poor
Hyderabad,07/11/2015,98.164742,107.549101,17.852888,17.787033,34.765082,10.835216,1.257984,9.555604,39.259889,1.473593,8.23728,225.717698,Poor
Hyderabad,06/10/2015,125.572045,107.302209,20.943406,23.275009,39.733439,10.459766,1.573283,10.47011,47.421218,1.89592,9.206003,220.370479,Poor
Hyderabad,08/10/2015,98.187191,106.33487,20.585427,20.209242,38.243495,11.098779,1.239572,10.550243,46.073381,1.473482,7.349663,231.322587,Poor
Hyderabad,18/10/2015,68.905564,103.125676,6.742967,16.965033,15.92108,9.89627,0.822748,6.263058,56.862888,1.001356,5.402756,214.788099,Poor
Hyderabad,18/10/2015,68.188664,108.657805,3.808169,11.079665,18.538911,10.510732,0.881306,8.785443,35.800183,1.478082,6.545831,230.350285,Poor
Hyderabad,08/10/2015,114.524547,169.487787,10.693531,55.139445,12.130077,26.657593,0.014966,24.314468,50.463837,0.056089,0.99563,274.905369,Poor
Hyderabad,16/10/2015,98.571695,162.310066,10.922349,57.564403,12.165015,30.239477,0,24.112323,45.419353,0.06,1.18409,276.291106,Poor
Hyderabad,08/10/2015,107.893498,189.465377,10.165017,53.842946,12.190505,22.260032,0.026173,31.178641,46.875273,0.302304,1.344598,269.505798,Poor
Hyderabad,16/10/2015,107.450915,164.931564,10.440198,49.025034,11.675023,28.434961,0,22.074445,44.721079,0.06,1.133289,280.550879,Poor
Hyderabad,18/10/2015,65.440904,107.331143,7.289583,18.283326,7.428183,10.830749,0.185068,6.021886,73.680726,0.725943,2.923969,217.72703,Poor
Hyderabad,06/10/2015,136.939801,109.245288,6.298766,10.162827,15.77484,8.508135,0.663818,7.446107,33.095754,1.650076,12.136947,231.076071,Poor
Hyderabad,06/10/2015,127.854229,113.17186,3.651567,0.964072,9.6633,9.285742,1.312503,7.115589,48.126831,1.170422,8.606284,227.605806,Poor
Hyderabad,06/10/2015,113.470934,106.466621,3.756423,1.02224,10.788076,11.478853,0.791779,8.974245,42.301742,1.26666,8.68216,243.494639,Poor
Hyderabad,10/10/2015,67.154476,88.518078,2.613174,7.304623,11.649004,7.59836,0.884474,6.960189,35.755697,1.059193,5.061037,229.365682,Poor
Hyderabad,06/10/2015,158.973091,111.822168,4.621573,4.183902,9.219325,10.132904,0.918836,10.005068,38.603534,2.008523,13.673818,259.034052,Poor
Hyderabad,06/10/2015,155.306059,112.039341,4.436071,5.511946,9.552461,7.970678,0.835825,10.087064,37.683627,1.90663,12.657718,258.342886,Poor
Hyderabad,06/10/2015,130.766744,113.286925,3.636128,1.675739,6.972515,8.678682,1.065317,7.207122,44.482881,1.437508,8.838088,229.551962,Poor
Hyderabad,10/10/2015,63.753761,110.589223,3.239785,1.708715,4.116819,9.695951,1.105811,6.599388,33.525636,1.565002,7.674797,210.645758,Poor
Hyderabad,18/10/2015,80.769114,112.034734,6.707806,10.876182,17.027832,10.886479,1.210538,8.559125,33.858036,1.623216,9.317308,221.221369,Poor
Hyderabad,06/10/2015,108.955598,105.772457,3.247332,1.833769,3.482878,11.170336,1.205194,5.835947,44.317171,1.155616,6.13465,235.019868,Poor
Hyderabad,06/10/2015,124.404568,114.392421,3.173331,0.76001,3.597726,10.971007,1.251206,5.822404,49.677395,1.141576,7.371776,224.961911,Poor
Hyderabad,06/10/2015,107.407766,105.844353,3.027705,0.739387,2.576621,11.164277,1.0815,5.474434,51.921256,1.15,6.012249,234.501542,Poor
Hyderabad,10/10/2015,81.87677,101.5438,3.275665,2.080071,2.621986,11.173816,1.273864,7.269945,41.873541,1.364518,10.558711,212.949562,Poor
Hyderabad,06/10/2015,206.78007,99.169364,4.532803,4.310824,5.98625,9.20121,1.001349,9.327559,35.593374,1.344014,10.306944,241.656272,Poor
Hyderabad,18/10/2015,73.879216,110.183456,9.317635,16.691437,25.974118,10.806454,1.164217,8.962156,34.268392,1.539853,8.966552,217.662023,Poor
Hyderabad,08/10/2015,116.992383,113.407038,3.4687,12.856172,24.640688,9.42297,0.833712,8.533703,35.073345,1.357578,6.433355,266.520416,Poor
Hyderabad,06/10/2015,132.463831,102.887073,20.411304,22.645714,39.735385,10.340874,1.634729,8.143433,43.820392,1.976138,10.720688,217.99733,Poor
Hyderabad,18/10/2015,83.49141,106.254836,8.717474,15.098734,21.765139,11.610405,0.931359,10.519935,34.232222,1.470424,10.843105,206.338613,Poor
Hyderabad,18/10/2015,72.985858,110.771046,5.228511,12.868006,21.306946,10.512822,0.978842,8.625136,34.929719,1.521458,6.124429,226.546413,Poor
Hyderabad,07/11/2015,95.980737,106.099987,16.883551,18.674885,34.350251,11.174654,1.297258,9.057667,34.984323,1.479027,8.355809,205.754396,Poor
Hyderabad,07/11/2015,86.570908,109.829436,14.090457,16.506185,28.328891,11.427331,1.221686,9.834079,36.060559,1.495315,8.944514,218.202903,Poor
Hyderabad,06/10/2015,126.697395,103.968247,20.428154,21.306741,39.656528,10.362741,1.373407,8.306792,48.477516,1.499811,9.800674,221.472257,Poor
Hyderabad,08/10/2015,112.41819,104.98347,5.719513,4.000863,12.848241,11.274404,0.745712,9.510566,42.45512,1.22617,8.049837,243.335651,Poor
Hyderabad,18/10/2015,69.86765,106.715728,8.741226,12.867541,21.457439,10.911209,1.098016,8.692146,34.817777,1.430385,8.516341,210.168185,Poor
Hyderabad,18/10/2015,75.792993,108.860003,5.226223,11.298244,21.020269,10.521515,0.963489,8.460835,34.88123,1.518466,5.292264,227.040677,Poor
Hyderabad,07/11/2015,99.330618,111.203056,15.215106,16.615236,22.417505,11.87787,1.244893,11.609739,41.062543,1.439585,8.371808,223.015261,Poor
Hyderabad,08/10/2015,112.420558,118.306126,5.240783,16.805485,20.783198,11.363249,0.533546,8.691606,36.989029,0.305724,3.640825,267.707875,Poor
Hyderabad,08/10/2015,110.132894,178.057813,9.768651,50.021098,11.919171,15.721016,0.080902,25.409417,53.06604,0.461967,5.20192,249.852135,Poor
Hyderabad,16/10/2015,106.41482,155.542776,10.439848,48.969934,16.230623,21.807267,0.268164,14.968824,38.141013,0.095677,3.976614,280.583417,Poor
Hyderabad,18/10/2015,62.796924,104.411629,7.035624,17.247151,10.854903,10.42394,0.423402,6.451566,68.878744,0.865208,3.884791,216.44349,Poor
Hyderabad,06/10/2015,137.128726,109.189278,6.296756,10.067917,15.797387,8.563753,0.663957,7.435553,33.123583,1.649295,12.136536,231.236989,Poor
Hyderabad,06/10/2015,138.103697,109.490592,6.376656,7.821363,13.985235,7.83946,0.715899,8.79901,35.361957,1.623788,12.132818,235.341593,Poor
Hyderabad,06/10/2015,117.070186,109.728088,6.475803,1.318995,13.248072,11.558578,0.714246,9.006464,41.814573,1.305989,9.021143,243.627017,Poor
Hyderabad,10/10/2015,68.631657,85.719016,2.128138,3.770383,3.716872,7.498845,1.143847,6.967561,34.595372,1.14513,7.218058,221.517529,Poor
Hyderabad,06/10/2015,203.334047,98.787233,4.642708,3.943761,6.911849,8.798734,1.207562,8.825865,38.282542,1.695689,10.568746,254.480976,Poor
Hyderabad,08/10/2015,117.038084,114.823598,2.442088,7.609576,14.572689,8.515872,0.825597,8.145042,35.160459,1.393208,7.561622,265.355659,Poor
Hyderabad,06/10/2015,146.687327,110.286709,2.105582,6.474284,11.570252,7.992541,0.737032,7.200997,33.653925,1.605496,10.630334,230.253563,Poor
Hyderabad,10/10/2015,59.97196,109.30054,2.814274,0.955836,3.162508,8.028878,0.627602,6.680042,33.845864,1.47895,7.325123,210.028652,Poor
Hyderabad,18/10/2015,82.675129,112.413619,4.10658,6.273208,10.429267,11.141048,1.249377,7.711402,31.769283,1.589917,9.823615,216.877647,Poor
Hyderabad,06/10/2015,110.23785,106.041627,3.027674,0.738836,2.575402,11.168881,1.257947,5.481037,50.32883,1.15,6.154189,234.35257,Poor
Hyderabad,10/10/2015,89.311635,109.090051,3.566494,3.013173,5.428742,11.179885,1.088404,7.459384,35.034567,1.569286,11.454495,210.496067,Poor
Hyderabad,06/10/2015,121.173925,114.673549,3.018607,0.730188,2.57,11.150816,1.29771,5.824556,49.830241,1.135995,7.382091,221.707757,Poor
Hyderabad,10/10/2015,82.543193,104.94982,3.370082,2.73398,3.697025,11.179612,1.260364,7.069266,36.207922,1.41254,10.503673,212.99044,Poor
Hyderabad,06/10/2015,217.102844,98.061263,3.918964,3.24605,4.687178,9.241634,1.125834,6.64533,31.59897,1.559746,10.467586,240.336054,Poor
Hyderabad,07/11/2015,89.288029,105.740542,12.581336,19.434371,32.059674,11.496027,1.219937,9.882598,33.675282,1.479611,8.745513,205.812721,Poor
Hyderabad,08/10/2015,104.937134,104.231278,14.990828,18.91724,29.280054,11.454677,0.764552,11.288696,42.765129,1.330963,6.346671,247.115744,Poor
Hyderabad,06/10/2015,146.406877,102.206577,22.247295,23.306882,49.224558,10.364397,1.682043,9.895774,37.529591,2.223943,11.451171,214.487402,Poor
Hyderabad,18/10/2015,71.54738,110.854363,8.969375,16.598836,22.921199,10.51283,1.138843,8.461644,36.51861,1.493044,8.598675,212.173748,Poor
Hyderabad,18/10/2015,80.346039,111.531964,5.204548,10.336439,21.580229,10.64293,1.126598,8.556816,34.480514,1.576318,9.290228,223.320963,Poor
Hyderabad,07/11/2015,96.912912,106.015745,16.535281,19.785868,35.405604,10.915235,1.307276,8.829074,34.663222,1.483381,8.250171,205.205683,Poor
Hyderabad,07/11/2015,95.481167,106.961623,20.448658,17.567206,37.232121,11.349552,1.244168,10.392681,45.214977,1.465918,7.471282,229.034463,Poor
Hyderabad,06/10/2015,129.369022,105.977061,18.667609,21.650983,39.300106,10.38392,1.375382,8.513211,49.155439,1.71117,8.913385,219.018215,Poor
Hyderabad,08/10/2015,93.979062,104.527122,16.405554,21.502009,35.709231,11.508685,0.775674,11.525742,42.465888,1.380532,6.204715,250.217118,Poor
Hyderabad,18/10/2015,69.631004,98.871397,6.436128,14.03518,18.954687,10.450568,0.952486,8.161599,58.431087,1.304502,6.251083,214.50434,Poor
Hyderabad,18/10/2015,68.820781,110.137933,4.173628,11.399161,20.935596,10.529808,0.895837,8.752027,35.691071,1.480755,7.087299,229.431971,Poor
Hyderabad,08/10/2015,116.053956,180.139659,9.858435,51.576012,12.191921,23.139095,0.082771,29.354915,54.713626,0.364281,4.007749,243.629692,Poor
Hyderabad,16/10/2015,100.478392,163.065095,10.927241,57.294298,12.013688,30.306436,0,22.437505,44.825396,0.06,1.183649,276.180793,Poor
Hyderabad,08/10/2015,112.42923,204.699927,10.406786,53.94514,12.538006,19.403652,0.044006,35.491197,50.679148,0.322392,4.052358,247.121775,Poor
Hyderabad,16/10/2015,103.032717,163.529038,10.439298,54.519846,11.968471,29.558953,0,21.769942,44.813241,0.06,1.149302,278.34175,Poor
Hyderabad,18/10/2015,68.682116,107.813567,7.05469,18.592644,10.101809,10.998991,0.468185,5.923445,71.586852,0.69901,2.813864,215.852516,Poor
Hyderabad,06/10/2015,137.617443,109.417954,6.30077,8.847865,15.481274,8.448111,0.672177,7.712408,34.090826,1.642845,12.134885,231.31683,Poor
Hyderabad,06/10/2015,127.961455,113.176144,3.591696,0.890759,9.502249,9.305642,1.309882,7.056965,48.128014,1.171636,8.563812,227.421951,Poor
Hyderabad,06/10/2015,116.682336,110.187544,6.306175,4.389686,12.579422,11.663102,0.710064,8.059525,39.958971,1.334952,9.351912,242.288052,Poor
Hyderabad,10/10/2015,74.212413,86.198804,2.176087,1.93897,3.620429,7.783748,1.15618,6.366655,34.706015,1.237668,8.855501,218.06835,Poor
Hyderabad,06/10/2015,163.058002,111.829678,3.970114,4.233358,8.358542,10.127079,0.905596,10.006166,38.746294,1.849123,13.630348,257.072606,Poor
Hyderabad,06/10/2015,163.625457,110.05327,2.811728,4.104136,8.434409,10.030378,0.912457,10.002315,38.49718,2.016037,12.962669,256.9195,Poor
Hyderabad,06/10/2015,122.012229,114.647734,2.502226,0.982185,5.099797,8.562708,1.033106,6.907812,47.407955,1.215727,7.574328,228.896171,Poor
Hyderabad,10/10/2015,61.285636,110.145111,2.976158,0.992896,3.430194,8.420737,0.617459,6.637803,33.80401,1.546134,7.506052,210.030224,Poor
Hyderabad,18/10/2015,81.03001,112.928117,6.738156,11.319896,17.255115,10.807716,1.154032,8.538663,33.875548,1.59026,9.317004,219.074612,Poor
Hyderabad,06/10/2015,111.943383,107.712641,3.212729,1.973599,9.613038,11.480154,1.123313,6.67297,40.94388,1.215872,8.33003,240.996858,Poor
Hyderabad,06/10/2015,121.579048,114.674951,3.019281,0.730275,2.57,11.150804,1.210778,5.849936,49.837287,1.133992,7.255165,220.909815,Poor
Hyderabad,06/10/2015,108.844985,105.963273,3.028942,0.739343,2.576894,11.16309,1.118184,5.469628,51.936814,1.15,6.114612,234.763704,Poor
Hyderabad,10/10/2015,83.217757,112.933868,3.65427,3.115734,5.408645,11.179837,1.258816,7.490241,30.64697,1.663592,11.485325,212.003683,Poor
Hyderabad,06/10/2015,211.816045,98.511314,4.34645,4.316998,5.400565,9.274968,1.034865,6.619611,31.623599,1.362688,9.790408,237.929225,Poor
Hyderabad,07/11/2015,89.583256,105.775851,11.873163,18.686428,27.322726,11.503014,1.023411,9.608974,34.098164,1.482898,8.656069,205.927009,Poor
Hyderabad,08/10/2015,116.806091,114.225275,3.381932,12.900214,15.173519,8.920457,0.819798,8.421556,35.075074,1.357135,6.922356,264.392161,Poor
Hyderabad,06/10/2015,131.146127,102.31257,20.620621,23.45935,44.550927,10.417327,1.606157,9.857257,42.383336,2.197352,10.807337,213.052503,Poor
Hyderabad,18/10/2015,75.596337,109.711088,8.957283,16.422807,22.538363,10.873386,1.143819,8.697943,34.551153,1.539795,9.626269,211.902641,Poor
Hyderabad,18/10/2015,77.469286,108.050952,5.244621,12.140912,21.282563,10.513867,0.962919,8.479881,34.758195,1.520307,6.830372,227.53224,Poor
Hyderabad,07/11/2015,99.51988,106.150784,17.899804,19.936129,37.337495,10.642402,1.307199,8.826078,34.666699,1.476256,8.2018,205.619299,Poor
Hyderabad,07/11/2015,98.739663,107.883433,20.472774,18.510639,37.424486,10.816001,1.258293,9.83978,40.768509,1.470746,8.011023,225.823547,Poor
Hyderabad,06/10/2015,125.545665,107.371857,20.262671,22.583956,39.741557,10.44985,1.543361,10.320476,48.026626,1.715246,9.148731,220.324237,Poor
Hyderabad,08/10/2015,103.429086,100.711051,21.142215,21.679524,41.426289,10.553102,1.215519,10.387229,53.239763,1.461936,10.462034,256.118459,Poor
Hyderabad,10/10/2015,67.409411,89.660732,2.352205,7.396721,10.535395,7.808195,1.005832,6.885393,35.109113,1.163371,8.339646,219.213547,Poor
Hyderabad,18/10/2015,75.200914,108.982064,4.749831,12.066912,20.849383,10.518186,0.921671,8.639016,34.984897,1.505637,6.630116,228.65104,Poor
Hyderabad,21/10/2015,107.670996,111.934909,12.300758,7.635509,17.118428,16.08327,1.077243,12.150466,49.60706,1.069139,7.66178,218.870433,Poor
Hyderabad,16/10/2015,99.909994,162.793223,10.786653,56.748605,12.277656,33.67248,0,22.831818,44.903218,0.06,1.154871,277.432253,Poor
Hyderabad,08/10/2015,117.270395,188.969854,7.725951,41.187205,12.178146,15.682556,0.384796,25.676267,53.481812,0.611978,5.671103,241.156036,Poor
Hyderabad,16/10/2015,106.515079,151.9638,10.436521,48.973587,16.032609,21.731062,0.266894,15.013062,37.326885,0.079303,2.478552,280.950485,Poor
Hyderabad,18/10/2015,63.429388,105.064581,7.167832,17.387652,10.24593,10.253138,0.56336,6.092881,70.243503,0.814661,4.061713,217.007048,Poor
Hyderabad,06/10/2015,137.644013,109.392351,6.297069,9.056143,14.104637,8.53923,0.672248,8.728445,35.212113,1.641194,12.134011,231.881347,Poor
Hyderabad,06/10/2015,143.536272,109.489438,6.232678,9.223426,12.894785,8.086256,0.673596,7.450138,33.322864,1.644138,11.426607,231.44785,Poor
Hyderabad,06/10/2015,116.630648,107.423854,3.730362,3.398251,10.430313,11.241163,0.967969,7.938169,37.113885,1.235018,8.608796,240.814255,Poor
Hyderabad,10/10/2015,73.736352,86.108092,2.143101,2.287157,5.302555,7.569683,1.169653,7.028224,34.515001,1.259564,9.983477,221.550709,Poor
Hyderabad,06/10/2015,197.893018,106.142433,4.62479,3.802755,7.402582,8.742809,1.254721,9.496534,39.139492,2.084779,14.368704,261.194429,Poor
Hyderabad,08/10/2015,117.134989,113.953472,2.617774,5.329304,13.75537,9.049529,0.784056,8.039435,35.169617,1.396931,9.079776,260.598099,Poor
Hyderabad,06/10/2015,158.68183,110.404444,3.35967,3.596911,9.756152,8.049912,0.831418,8.827136,35.013012,1.254525,11.142038,233.321826,Poor
Hyderabad,10/10/2015,61.645751,111.165139,3.160127,1.119981,4.086073,8.660669,0.659205,6.891044,33.757447,1.544252,7.590343,210.081606,Poor
Hyderabad,10/10/2015,82.406611,112.818076,4.437132,6.997235,8.915201,11.135741,1.249325,7.755577,33.292658,1.585633,9.777734,217.024234,Poor
Hyderabad,06/10/2015,112.156095,107.429448,3.361421,2.645186,11.917897,11.257405,1.005401,6.002915,42.874425,1.198871,7.201725,240.368558,Poor
Hyderabad,10/10/2015,95.517752,101.761137,3.006681,0.74,2.570659,11.175298,0.84126,7.219687,49.155527,1.01217,5.618554,210.985108,Poor
Hyderabad,06/10/2015,110.580947,105.417992,3.027524,0.739266,2.576951,11.162764,1.239092,5.470051,50.628955,1.15,6.11077,234.365563,Poor
Hyderabad,10/10/2015,79.026728,94.436413,2.619539,0.825227,2.547961,9.393062,1.261204,6.958024,42.374408,1.269507,7.198714,221.709135,Poor
Hyderabad,06/10/2015,170.975984,109.442065,4.946054,4.040295,8.000014,10.354874,1.142289,7.705471,38.099884,1.616227,12.827306,253.998861,Poor
Hyderabad,18/10/2015,84.512964,110.408668,6.731642,8.495625,20.096281,11.602069,1.092562,9.661692,33.013212,1.495736,9.84286,206.56162,Poor
Hyderabad,08/10/2015,105.158206,104.545421,15.401017,17.17807,35.075549,11.28242,0.892631,11.164952,44.281088,1.439257,6.415503,245.212709,Poor
Hyderabad,06/10/2015,153.203057,102.283473,23.386759,22.700902,49.784978,10.379319,1.655341,9.756969,35.816149,2.240888,11.682259,218.460445,Poor
Hyderabad,18/10/2015,71.663991,112.760468,8.989398,16.605081,24.026499,10.482274,1.161473,8.428253,36.272747,1.5069,8.473232,213.284357,Poor
Hyderabad,18/10/2015,72.606757,110.501924,8.986533,16.539242,23.978931,10.601789,1.148784,8.537445,35.27694,1.530962,8.496921,213.288342,Poor
Hyderabad,07/11/2015,94.180199,106.090547,16.964881,19.63277,36.134026,11.172596,1.299152,8.828108,35.425671,1.476525,8.332425,205.778903,Poor
Hyderabad,07/11/2015,98.204145,106.791709,17.062899,18.735183,36.003452,11.149824,1.301201,9.677807,38.19007,1.473681,8.153473,210.051344,Poor
Hyderabad,06/10/2015,125.930449,107.129566,19.8811,22.077425,39.604296,10.448898,1.53605,10.390029,48.052165,1.728261,9.039578,220.4255,Poor
Hyderabad,08/10/2015,97.956086,105.318839,16.531524,20.575374,37.045952,11.087666,1.204186,10.903483,45.371872,1.456575,8.055459,244.94772,Poor
Hyderabad,18/10/2015,70.982083,110.585178,8.783978,16.240831,21.832984,10.484762,1.073527,8.72812,36.782573,1.456984,8.425647,212.428683,Poor
Hyderabad,18/10/2015,75.328593,108.016997,5.176777,11.965024,21.249959,10.499071,0.967352,8.701104,34.885481,1.509178,7.919002,228.576023,Poor
Hyderabad,16/10/2015,106.170024,168.1377,10.796679,56.694326,12.09638,29.442698,0.0055,23.561963,45.282258,0.058056,1.113796,275.960654,Poor
Hyderabad,16/10/2015,104.422123,163.257618,10.804266,52.068231,12.017193,29.386503,0,22.118503,44.894086,0.06,1.168836,277.330715,Poor
Hyderabad,08/10/2015,106.150935,166.911614,10.688105,52.815494,11.958642,28.987918,0,24.118645,45.09116,0.060792,1.125675,278.979719,Poor
Hyderabad,16/10/2015,103.848602,164.033165,10.73889,52.881856,11.873196,28.838493,0,21.257092,44.861494,0.06,1.133195,279.581433,Poor
Hyderabad,18/10/2015,64.653334,106.28201,7.071462,17.471155,9.692436,10.73314,0.29811,7.756154,68.829732,0.804829,5.099434,216.967695,Poor
Hyderabad,06/10/2015,137.455811,109.175613,6.300593,10.721532,15.656588,8.517745,0.667563,7.430293,33.052674,1.650991,12.141573,231.190378,Poor
Hyderabad,06/10/2015,125.943143,114.403411,3.344244,0.754368,4.136924,11.028179,1.338339,5.675718,49.925253,1.152091,7.653659,226.225189,Poor
Hyderabad,06/10/2015,110.048585,107.834245,3.029101,0.786937,3.607259,11.215105,1.206233,5.559775,51.669728,1.156669,6.644285,233.96507,Poor
Hyderabad,10/10/2015,66.805597,98.395011,2.943282,10.02509,12.436388,9.957149,0.834283,7.149764,41.930406,1.075394,5.041049,234.962536,Poor
Hyderabad,06/10/2015,155.458828,111.78849,4.603675,4.980615,9.688171,8.366455,0.8385,10.050574,35.954236,1.991264,13.464815,258.868192,Poor
Hyderabad,06/10/2015,178.577653,111.594791,3.773655,3.854566,7.131413,7.85499,1.045145,8.664975,38.571228,2.029111,13.018504,250.277811,Poor
Hyderabad,06/10/2015,127.442689,113.554325,3.524362,1.034866,7.693864,8.728576,1.20171,6.85499,45.01022,1.413271,8.390098,228.191332,Poor
Hyderabad,10/10/2015,65.725753,112.148821,3.329956,1.397358,4.392336,9.479021,1.084837,7.318009,32.160391,1.606168,11.03748,211.134805,Poor
Hyderabad,18/10/2015,81.468639,112.839149,4.678754,9.047412,16.322382,10.850732,1.07203,8.473477,33.985392,1.622653,9.031323,220.998325,Poor
Hyderabad,06/10/2015,109.296954,103.53727,3.38137,1.89726,7.056463,11.241006,0.975137,5.873697,43.056605,1.201174,6.807789,235.462121,Poor
Hyderabad,06/10/2015,121.531218,114.846086,2.607621,0.746237,2.533254,10.310632,1.282942,5.852072,48.792629,1.154404,7.379152,224.66687,Poor
Hyderabad,06/10/2015,113.054345,108.045756,3.025974,0.738866,2.574304,11.158511,1.229387,5.520226,50.881913,1.15,6.640865,233.811855,Poor
Hyderabad,10/10/2015,81.608779,95.720398,3.218312,1.939655,2.605824,10.148431,1.271616,7.052713,42.993182,1.304538,9.745711,218.741552,Poor
Hyderabad,06/10/2015,213.403293,98.471542,4.395741,3.891231,5.32739,10.317507,1.079545,6.985387,33.404816,1.512228,10.277592,240.774446,Poor
Hyderabad,18/10/2015,78.848869,108.959068,9.057784,16.043629,23.054197,10.919584,1.071972,9.369054,34.263783,1.504319,9.794126,215.535451,Poor
Hyderabad,08/10/2015,112.858311,118.933633,3.606431,12.461834,18.236151,9.581562,0.509424,8.799013,35.430593,0.598672,4.564061,263.041294,Poor
Hyderabad,06/10/2015,145.431105,101.543165,24.198816,23.773312,49.671581,10.407126,1.693623,9.946268,39.566511,2.206879,11.473171,212.785263,Poor
Hyderabad,18/10/2015,83.062238,106.13965,7.961036,13.320458,21.402126,11.660567,1.046248,10.320715,33.640414,1.47178,9.948257,206.296191,Poor
