City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Bengaluru,01/07/2016,27.312817,98.556615,8.224441,24.249607,14.15976,33.682336,4.995107,3.263067,35.11839,1.10489,2.331818,223.315658,Poor
Bengaluru,01/07/2016,31.146556,34.602972,10.901427,31.517027,10.636825,27.128586,7.63051,3.300869,41.59449,0.851061,1.921208,236.753226,Poor
Bengaluru,01/07/2016,26.309449,40.432907,7.435016,20.802183,14.766171,37.18968,5.659606,1.429151,37.993283,0.921062,1.818869,213.41212,Poor
Bengaluru,01/07/2016,31.800876,90.067915,8.143784,41.094075,0,24.233992,8.11179,4.197328,34.689349,1.76559,1.84945,228.532957,Poor
Bengaluru,01/07/2016,39.310724,93.972713,6.943318,45.176911,0,23.157126,15.428618,5.386817,52.26174,3.995447,2.109184,233.674438,Poor
Bengaluru,03/07/2016,24.760894,108.45805,11.039008,36.044172,0.000711,27.075087,4.948878,4.115646,11.882847,2.573621,5.471785,232.549717,Poor
Bengaluru,01/07/2016,30.884306,33.194679,10.920555,27.34217,11.651796,27.523592,7.732021,2.862219,42.799323,1.074335,1.932728,236.948727,Poor
Bengaluru,17/01/2016,74.763865,146.809237,86.30078,77.153487,109.321337,16.812689,1.56849,16.05228,28.8383,1.063641,2.275797,221.04816,Poor
Bengaluru,17/01/2016,69.163384,144.351375,86.681113,91.544202,123.020205,11.550622,0.809953,16.83381,20.633375,0.998131,0.496779,250.355868,Poor
Bengaluru,17/01/2016,65.345739,136.67915,59.380455,76.239071,106.593112,16.815498,1.350807,11.830613,49.12881,1.047038,1.06231,232.004252,Poor
Bengaluru,11/02/2016,86.736305,187.044108,7.883039,55.917703,18.432043,18.376574,2.071503,11.475549,59.854863,2.746585,1.062191,209.57424,Poor
Bengaluru,11/02/2016,79.640325,172.60819,8.149891,56.405632,24.578755,22.418939,1.721109,14.819932,57.9251,2.963913,0.96793,209.954953,Poor
Bengaluru,01/07/2016,27.472036,81.751641,6.872853,20.685907,14.418814,31.351629,5.916405,2.40194,41.176006,0.974692,2.155234,220.07322,Poor
Bengaluru,01/07/2016,30.817382,33.469864,10.918938,28.135517,11.791932,27.555746,7.666703,3.229006,41.722675,0.821323,1.943897,236.857165,Poor
Bengaluru,03/07/2016,26.15566,95.321112,12.519522,39.068971,4.208506,24.973893,7.19044,2.276536,20.951469,1.647276,2.452638,219.168491,Poor
Bengaluru,01/07/2016,31.799857,89.368237,7.797867,41.087233,0,24.235464,7.996837,4.140592,34.549125,1.77201,1.849527,228.660379,Poor
Bengaluru,01/07/2016,38.521972,93.538922,6.76501,44.335114,0,23.100691,15.408333,5.373434,52.88404,3.94595,2.104748,233.651624,Poor
Bengaluru,03/07/2016,29.590126,114.872838,9.171529,41.647739,0,21.690636,10.138721,3.931691,30.669029,2.880644,2.193179,236.915035,Poor
Bengaluru,01/07/2016,40.34933,84.73051,10.300907,43.79508,0,23.903159,11.29684,4.838088,38.870027,4.045663,1.976846,235.47326,Poor
Bengaluru,17/01/2016,83.633637,153.7871,80.459363,75.870948,107.699267,19.292899,1.706126,14.020784,33.876953,1.121044,2.966491,219.494364,Poor
Bengaluru,17/01/2016,65.528388,134.41967,53.736544,76.695337,118.356655,17.098771,1.345132,11.772514,43.218124,1.037752,1.101355,233.558727,Poor
Bengaluru,17/01/2016,68.488172,149.179146,48.615934,74.10089,98.152904,18.271149,2.161388,10.805776,56.190502,1.072147,2.845155,223.543273,Poor
Bengaluru,01/07/2016,42.375964,112.999128,9.054266,60.933634,0.031775,20.893246,12.849688,6.265234,64.607457,4.038659,2.096507,242.118291,Poor
Bengaluru,11/02/2016,89.761144,187.421404,7.490938,55.977025,18.110879,20.119036,2.167281,10.168062,58.141593,2.609745,1.064575,211.184884,Poor
Bengaluru,01/07/2016,26.661771,96.995783,7.503379,20.446837,14.253766,33.623006,4.987977,2.77744,37.835627,1.038533,2.284825,220.159548,Poor
Bengaluru,01/07/2016,30.816261,33.431025,10.915344,28.079006,12.064774,27.567042,7.666823,3.231637,41.733692,0.822425,1.942025,236.871928,Poor
Bengaluru,03/07/2016,26.171378,95.42512,12.522718,38.5552,4.150113,25.326552,7.378802,2.674618,21.112218,1.406753,2.690067,221.356256,Poor
Bengaluru,01/07/2016,36.2519,91.526857,6.618093,43.0669,0,22.783197,9.475458,4.362226,35.770834,3.64922,1.885331,228.416664,Poor
Bengaluru,01/07/2016,36.96561,98.571126,6.336548,47.65652,0,21.71189,15.877271,5.448884,57.539333,3.947512,2.146674,230.889969,Poor
Bengaluru,03/07/2016,25.341087,97.507273,10.223591,38.130977,0.023398,26.361848,7.242885,2.935099,12.177936,2.254348,2.629121,231.643541,Poor
Bengaluru,01/07/2016,33.389469,81.704518,10.48188,33.933758,4.613265,24.840298,7.619508,3.93227,34.773103,2.680812,1.852122,230.34757,Poor
Bengaluru,17/01/2016,69.102444,143.760491,81.104359,87.261949,118.619788,12.669024,1.272728,14.200647,25.001861,1.020043,0.916753,239.764946,Poor
Bengaluru,17/01/2016,69.008493,148.828156,86.517018,101.897165,141.322361,10.847984,0.783182,14.776966,19.546117,0.981695,0.408856,252.644414,Poor
Bengaluru,17/01/2016,69.430954,134.30556,70.875202,78.176992,112.203338,16.625839,1.023851,13.903338,34.941505,1.037659,1.010693,231.003739,Poor
Bengaluru,11/02/2016,88.417749,189.61698,7.592693,56.71488,22.954646,18.180765,2.067151,14.179213,59.483349,2.634923,0.982419,204.607149,Poor
Bengaluru,11/02/2016,99.145296,164.039769,8.520965,57.654645,7.074236,32.814583,6.053393,3.872563,56.904551,2.422937,2.190387,262.859926,Poor
Bengaluru,01/07/2016,30.454173,33.821369,10.365634,27.298754,11.32673,27.580022,7.638392,3.154864,41.830347,0.844072,1.927926,236.780179,Poor
Bengaluru,01/07/2016,30.522495,34.233545,10.909698,28.291794,11.702636,27.662339,7.649666,3.075869,41.70001,0.831688,1.950083,237.139356,Poor
Bengaluru,03/07/2016,31.044696,101.280519,13.372553,35.37901,1.40979,25.594379,6.191685,2.92598,18.721726,2.285181,5.068149,213.770007,Poor
Bengaluru,01/07/2016,31.790746,84.798655,9.578872,40.890713,0,24.717504,7.541502,4.454064,34.351024,1.845079,1.849998,229.988374,Poor
Bengaluru,01/07/2016,37.469091,92.789341,6.504435,44.597867,0,22.597152,14.290169,5.401736,51.381197,3.753313,2.046899,228.964384,Poor
Bengaluru,01/07/2016,41.507211,115.761312,8.703507,52.234818,0,21.316857,13.451073,5.32474,61.779057,3.376157,2.160225,248.16152,Poor
Bengaluru,01/07/2016,40.045299,88.241324,8.860554,46.135864,0,23.389635,11.386792,5.307987,41.027711,4.151678,1.971462,233.01035,Poor
Bengaluru,17/01/2016,83.778649,153.529973,78.132569,75.777243,107.527564,19.396493,1.709642,14.089506,34.250769,1.125007,3.213874,219.535767,Poor
Bengaluru,17/01/2016,69.895222,144.566417,82.19431,82.714784,118.465539,14.673774,1.138097,14.170208,26.342359,1.010926,1.521634,231.953338,Poor
Bengaluru,17/01/2016,65.924649,133.82716,59.243492,76.752114,102.82409,17.149126,1.451132,11.470329,52.274453,1.056301,0.956119,231.30464,Poor
Bengaluru,11/02/2016,79.989545,184.176091,8.203476,56.368128,19.852084,18.382156,2.515128,11.138234,59.330624,3.039679,1.05094,208.869443,Poor
Bengaluru,11/02/2016,89.651582,170.58574,7.642923,57.613814,23.997271,23.799664,1.857045,12.30866,58.361532,2.43183,1.072569,223.901009,Poor
Bengaluru,01/07/2016,25.225806,98.71315,7.716878,20.309617,14.673242,33.786245,4.927476,2.460594,36.8001,1.050153,2.49564,216.76043,Poor
Bengaluru,01/07/2016,30.786535,33.786568,10.908121,27.400198,11.036982,27.420607,7.64494,3.127642,41.799152,0.833167,1.915198,236.754369,Poor
Bengaluru,01/07/2016,26.034486,89.360439,8.986359,38.569662,3.257842,25.676812,6.917446,2.072969,31.828322,1.390327,1.897172,220.857702,Poor
Bengaluru,01/07/2016,31.799798,89.36873,7.63893,41.088128,0,24.234615,7.977548,4.137566,34.523747,1.798504,1.849549,228.699391,Poor
Bengaluru,01/07/2016,38.086884,93.031433,6.510834,43.846593,0,23.164304,15.462083,5.192904,51.261464,3.861553,2.03573,227.200193,Poor
Bengaluru,03/07/2016,25.027773,99.063373,10.805153,34.921811,0.721059,27.404343,5.638703,2.390198,12.244345,2.34526,5.821975,229.533311,Poor
Bengaluru,01/07/2016,25.242111,37.884756,6.553486,19.834044,16.642738,39.127973,5.598375,1.594,43.814992,0.930391,1.812747,216.374927,Poor
Bengaluru,17/01/2016,69.762388,146.832677,85.145374,76.963884,110.04126,17.109397,1.531286,15.476419,32.971257,1.054579,2.294651,225.022521,Poor
Bengaluru,17/01/2016,69.008299,148.881312,86.517668,101.377778,137.077169,10.84293,0.781537,14.609363,19.190003,0.975483,0.442766,252.738757,Poor
Bengaluru,17/01/2016,69.206785,144.343466,82.675696,78.531491,108.816979,17.379658,1.557114,12.796862,40.20018,1.056727,2.34157,226.939329,Poor
Bengaluru,11/02/2016,86.925628,188.459292,7.990402,58.312124,19.401437,18.563415,2.062886,12.374739,59.766973,2.713017,1.058798,204.354698,Poor
Bengaluru,11/02/2016,79.634202,173.620981,8.240871,56.482023,25.128672,22.015496,1.855591,14.689513,57.920609,3.033697,1.013259,209.631403,Poor
Bengaluru,01/07/2016,28.471961,97.374945,7.798004,24.677889,14.032415,33.193679,5.272989,3.787956,35.40414,1.108344,2.218413,229.173168,Poor
Bengaluru,01/07/2016,30.81614,33.4611,10.91719,28.776613,12.07433,27.576494,7.665955,3.229411,41.75101,0.819453,1.942578,236.871144,Poor
Bengaluru,03/07/2016,30.173259,102.157927,11.449793,39.687959,4.262869,25.360932,8.058868,3.825942,26.939898,2.381041,3.88069,222.190284,Poor
Bengaluru,01/07/2016,31.792175,87.766154,8.314195,40.895967,0,24.417489,7.609502,4.078092,34.357783,1.956896,1.849979,229.912476,Poor
Bengaluru,01/07/2016,40.925441,91.388005,8.116031,46.413274,0,22.321212,11.971228,5.457565,41.691043,4.56599,2.000555,234.829283,Poor
Bengaluru,03/07/2016,29.567803,98.750765,8.839686,38.628461,1.288803,27.426783,6.788672,3.580103,31.385531,1.515328,2.180811,223.687386,Poor
Bengaluru,01/07/2016,36.784822,89.297658,6.700503,44.044511,0,23.027568,10.551044,5.272515,36.921748,3.755835,1.888309,228.61833,Poor
Bengaluru,17/01/2016,73.547432,146.507721,87.575552,80.4489,110.659085,14.928041,1.278124,16.043555,27.13554,1.04083,1.805547,223.306715,Poor
Bengaluru,17/01/2016,68.733421,141.092308,80.670829,87.470374,120.293008,12.606783,1.253131,13.480351,26.507606,1.02403,0.781607,241.344305,Poor
Bengaluru,17/01/2016,65.870969,136.551003,56.506341,76.592212,112.035879,16.921573,1.325703,11.89006,49.700363,1.053274,1.036412,231.233399,Poor
Bengaluru,11/02/2016,77.632166,129.379164,9.518742,62.444014,4.298965,20.665778,9.654237,8.576338,63.06663,3.341073,2.045245,209.497346,Poor
Bengaluru,11/02/2016,91.007183,170.154755,7.633788,56.801926,23.380754,22.740256,2.429571,11.551106,58.391594,2.474894,1.26566,220.969272,Poor
Bengaluru,01/07/2016,26.201628,94.30598,8.801511,38.286668,4.958729,28.711971,6.57824,2.719742,34.062613,1.31106,1.940994,222.868453,Poor
Bengaluru,01/07/2016,30.81483,34.995501,10.896246,30.231344,11.311953,27.356378,7.653028,3.097213,41.792313,0.819458,1.912946,236.802314,Poor
Bengaluru,01/07/2016,25.922838,90.464341,8.656196,39.02431,2.628155,24.916633,7.243375,2.861777,33.265737,1.446571,1.876376,221.513851,Poor
Bengaluru,01/07/2016,37.137225,89.66296,6.654778,43.996946,0,22.76446,10.576601,5.273731,36.491226,3.775038,1.88814,228.432426,Poor
Bengaluru,01/07/2016,39.818372,94.001925,7.060441,46.326384,0,23.162293,12.647782,5.511746,51.481258,3.993513,2.106747,232.573642,Poor
Bengaluru,03/07/2016,25.575874,94.631748,9.271965,39.329979,4.536557,26.549226,7.063485,3.225177,19.383637,1.393628,2.044041,225.362652,Poor
Bengaluru,01/07/2016,32.081758,80.76769,9.986072,39.524108,0.90025,24.495355,7.583187,3.62496,34.414057,2.434684,1.855231,230.367699,Poor
Bengaluru,17/01/2016,71.616722,146.987632,85.826737,84.087612,116.137266,13.901416,1.35479,14.68019,24.687343,1.02283,1.97922,231.021129,Poor
Bengaluru,16/05/2016,26.026367,41.671663,6.614922,18.382943,18.489569,18.647996,0.866914,4.863672,22.255897,2.257633,2.133146,49.84066,Good
Bengaluru,16/05/2016,22.799702,41.533851,8.266892,27.326971,17.354149,31.41709,0.463012,4.039275,18.69059,2.422462,3.96304,47,Good
Bengaluru,19/05/2016,32.334171,30.8739,2.232586,8.757666,4.93792,7.493891,0.559818,4.447341,31.213885,1.447372,3.032652,44.567704,Good
Bengaluru,19/05/2016,17.815859,32.239668,2.785531,10.971338,11.894132,7.877177,0.591086,4.786209,29.617974,0.798019,1.085901,48,Good
Bengaluru,16/05/2016,34.191537,37.234053,2.887436,9.120938,7.564011,7.316204,0.475587,5.557746,26.161209,1.265997,3.596544,41.553073,Good
Bengaluru,16/05/2016,28.367768,38.673485,1.74164,6.116362,4.597773,8.51838,0.530487,4.567487,32.009384,1.346276,3.104329,49.09991,Good
Bengaluru,16/05/2016,27.499384,41.770695,6.0513,18.681921,14.602683,26.460247,0.947628,4.091136,17.363888,3.002773,6.795032,29.212678,Good
Bengaluru,16/05/2016,18.221111,43.398834,10.677324,25.817324,20.208443,39.827326,2.765637,3.914409,44.563335,1.956069,2.972045,34.036671,Good
Bengaluru,14/08/2016,17.047628,94.149685,6.576897,19.718717,3.099311,36.697735,3.542472,4.367634,17.7797,1.992225,0.626983,46.632578,Good
Bengaluru,18/05/2016,20.030575,59.861779,5.722211,27.234508,0.407016,39.580196,0.624874,4.692709,19.477357,1.862004,11.234654,45.865414,Good
Bengaluru,16/05/2016,33.524031,39.42198,5.779604,18.440527,13.572591,24.505796,0.526039,4.104283,22.497221,8.740007,30.96051,49.131068,Good
Bengaluru,16/05/2016,29.281606,42.117054,9.270046,23.662058,17.352462,34.260547,0.229832,4.873207,17.331255,2.23657,4.579994,47,Good
Bengaluru,18/05/2016,37.935197,32.223732,7.728254,28.193157,9.175631,29.921343,0.488158,3.538679,11.683015,0.582365,0.26953,48.439068,Good
Bengaluru,14/11/2016,29.371181,76.857595,7.671391,26.687723,0,29.674212,0.231184,5.052753,13.972019,1.015566,1.450102,48.314454,Good
Bengaluru,15/11/2016,27.454011,56.888585,7.320477,33.62781,0,17.146355,0.453085,3.745905,10.801739,0.752411,0.41558,38.143579,Good
Bengaluru,15/03/2017,16.692404,68.411254,8.251947,26.073786,0,29.193258,0.321485,3.634898,12.011284,0.999549,0.960273,44,Good
Bengaluru,15/03/2017,24.196926,67.422236,4.406269,24.704314,0,27.700805,0.105824,3.435269,7.858188,1.361588,0.91138,43.064778,Good
Bengaluru,14/11/2016,23.019313,70.309703,5.741114,33.364311,0,29.023954,0.223346,2.69922,23.2442,1.300725,0.956569,44.140832,Good
Bengaluru,10/05/2017,17.192997,76.886053,10.419869,28.985688,0,24.214894,0.528108,3.794535,21.860649,1.385507,1.061819,50,Good
Bengaluru,20/05/2017,14.589521,70.46596,9.481647,31.39432,0,24.187362,0.418288,4.013286,13.375747,1.02277,1.225361,44.141592,Good
Bengaluru,27/05/2017,18.9706,49.62513,7.36205,33.818128,0,23.82282,0.41379,3.22238,12.553599,0.915643,0.819428,46.513137,Good
Bengaluru,27/05/2017,19.893247,58.703393,6.573952,26.808202,0,23.616854,0.31818,3.340897,11.829039,0.562419,0.426244,41.42962,Good
Bengaluru,15/03/2017,19.046435,65.269649,7.243074,26.405463,0,28.274676,0.285798,3.397696,8.968967,0.671299,0.90378,43.563371,Good
Bengaluru,15/11/2016,19.609693,56.842882,5.081425,25.912345,0,23.665818,0.353754,4.622837,15.086585,0.653163,0.463797,45.652667,Good
Bengaluru,23/04/2017,20.525017,70.770444,5.485852,30.265837,0,23.775151,0.238024,2.990607,13.391402,1.255375,1.038896,43.099863,Good
Bengaluru,22/05/2017,20.777588,64.662241,7.034575,29.380134,0,23.836606,0.549758,3.81866,9.654962,0.643658,0.415666,43.663193,Good
Bengaluru,14/11/2016,22.36039,81.792953,4.743949,30.76765,0,23.734024,0.508481,3.625555,9.048664,0.822448,0.683557,32.97912,Good
Bengaluru,20/09/2016,23.171355,33.498135,5.888486,27.108395,0,23.683421,0.432979,3.74275,10.128471,0.674676,0.490835,46.342518,Good
Bengaluru,15/03/2017,18.93611,66.679347,7.105355,28.257115,0,23.715284,0.475691,4.007439,21.34856,0.752596,1.134517,45.475711,Good
Bengaluru,13/06/2017,15.809564,93.788421,8.580969,28.365651,0,24.221723,0.84685,4.854168,17.052762,0.71,0.583945,47.869318,Good
Bengaluru,31/05/2017,16.197148,85.859395,6.912219,26.697507,0,23.798548,0.772099,4.909117,14.327429,0.867896,1.072832,48.200273,Good
Bengaluru,22/05/2017,15.674723,71.509695,9.962423,32.700319,0,24.252906,0.339562,3.993476,11.699917,1.310641,1.188624,45.387114,Good
Bengaluru,19/06/2017,9.456661,87.907852,9.001395,28.909296,0,24.330198,0.518857,5.139933,16.507087,0.644843,0.557286,47.646358,Good
Bengaluru,27/05/2017,16.133154,49.397189,9.15666,26.73193,0,24.1502,0.483501,3.400986,8.02694,0.57323,0.520102,42.441284,Good
Bengaluru,19/06/2017,15.724073,89.40247,14.060834,28.042291,0,24.380953,0.924644,5.226977,14.956672,0.569107,0.61234,47.497065,Good
Bengaluru,19/06/2017,7.824854,89.832766,11.087176,30.501426,0,23.97979,0.373233,5.436458,19.112884,0.580654,0.61098,44.745892,Good
Bengaluru,28/05/2017,17.443909,56.024099,8.224445,27.327263,0,23.631396,0.411508,4.659025,8.24144,0.55361,0.479374,41.634995,Good
Bengaluru,15/03/2017,8.986259,66.29755,8.68542,25.119481,0,27.124721,0.304817,5.020006,6.901154,0.523705,0.677816,43.759286,Good
Bengaluru,19/06/2017,13.629813,87.826147,12.264261,28.780576,0,24.081708,0.607408,5.538329,14.902129,0.55,0.552563,45.22547,Good
Bengaluru,18/05/2016,28.258923,41.409013,5.567826,27.04917,14.806874,30.454623,0.417928,4.05999,11.091848,0.046769,0.324503,47.093176,Good
Bengaluru,17/08/2018,13.096611,49.427123,9.438234,18.535587,21.897305,12.111153,0.623999,5.357388,14.298942,0.437179,1.707138,49.440918,Good
Bengaluru,11/06/2019,14.110529,34.371599,7.281615,17.136801,23.328814,12.559017,0.679099,7.293932,25.420386,0.222792,1.303553,50,Good
Bengaluru,13/06/2019,16.490178,40.807062,7.678753,17.837638,22.342642,11.380361,0.651213,7.428178,22.66589,0.736493,1.690323,49.969756,Good
Bengaluru,13/06/2019,16.401488,43.068778,5.104724,19.372927,20.835106,12.060015,0.637081,5.674179,22.394436,0.806921,1.243072,48.182854,Good
Bengaluru,13/06/2019,16.20174,35.113274,8.346193,19.672645,24.209247,11.753261,0.669301,6.224066,21.481045,0.501565,1.440608,49.950294,Good
Bengaluru,13/06/2019,13.393295,38.472364,8.520557,21.085193,24.774299,11.948888,0.690088,3.563347,18.463654,0.365635,1.219466,49.268788,Good
Bengaluru,13/06/2019,13.00789,38.359996,8.494475,20.922689,22.932714,12.259096,0.628967,3.548603,18.222996,0.434608,1.257177,49.273355,Good
Bengaluru,13/06/2019,14.358295,44.166543,8.220906,18.741787,19.867678,11.546712,0.610493,4.690366,21.243012,0.756863,1.549716,49.736533,Good
Bengaluru,02/09/2019,10.050503,26.022823,3.684303,10.38705,10.986071,8.642072,0.608813,6.417396,20.98314,0.52,2.552472,48.160896,Good
Bengaluru,02/09/2019,10.004013,22.586126,2.95472,11.343549,9.783363,7.782488,0.608397,6.778879,21.003867,0.52,2.027855,48.432302,Good
Bengaluru,02/09/2019,9.581383,23.455916,4.974438,10.378846,11.619078,5.021583,0.577416,6.768248,17.542113,0.592941,2.739227,40.359632,Good
Bengaluru,02/09/2019,9.734925,20.846922,6.513873,10.557232,12.265495,4.798621,0.617321,6.935624,19.154048,0.67,2.753084,42.149326,Good
Bengaluru,02/09/2019,13.842021,31.280623,6.426558,12.016916,14.509879,5.708997,0.56504,6.864962,15.019584,0.72843,2.399745,48.366175,Good
Bengaluru,12/06/2020,16.85821,31.507449,4.378803,13.611413,14.936117,6.553379,0.540803,6.966184,15.402904,0.424445,1.946256,45.892991,Good
Bengaluru,29/08/2019,16.38047,41.818522,5.563249,14.551432,16.785842,6.536255,0.699202,7.222374,14.508613,0.622744,1.71529,49.690544,Good
Bengaluru,12/06/2020,16.980561,31.87611,4.215414,13.109129,14.649445,7.161661,0.543599,6.705649,14.899977,0.825348,1.23276,46.981893,Good
Bengaluru,12/06/2020,18.118836,41.261021,5.15506,14.160638,16.254932,6.567602,0.623913,7.550569,15.734468,0.659892,2.270542,49.321792,Good
Bengaluru,11/08/2019,18.938278,37.684738,5.251788,13.459261,15.631015,6.500219,0.62,7.244602,15.808173,0.531681,1.834829,47.665438,Good
Bengaluru,02/09/2019,17.865165,33.784601,4.905922,13.12342,14.912533,7.375614,0.550974,6.947248,15.626099,0.579297,1.894408,46.725753,Good
Bengaluru,13/06/2019,26.911171,40.31964,6.668004,18.371705,17.636376,19.759609,0.903124,4.549885,22.315925,2.792276,2.273116,49.974611,Good
Bengaluru,16/05/2016,27.256758,40.945898,7.665874,20.087948,19.789996,30.051781,0.531496,4.428446,22.386585,2.434372,5.333654,49.231953,Good
Bengaluru,16/05/2016,28.441883,30.626137,2.099257,6.089935,4.613908,7.466955,0.559962,4.520811,32.30767,1.445557,2.943331,46.403635,Good
Bengaluru,19/05/2016,24.675697,34.610113,1.939506,9.508603,4.790678,7.866,0.526212,4.306285,30.93613,1.337145,3.108024,48.227393,Good
Bengaluru,16/05/2016,36.434234,41.09914,1.8408,8.802987,5.557916,9.749048,0.42,4.613412,30.318158,1.341833,3.80179,43.191341,Good
Bengaluru,16/05/2016,22.400797,39.408804,1.64323,8.866614,5.558734,8.882826,0.498919,4.141093,31.64104,1.290196,3.431054,49.549955,Good
Bengaluru,16/05/2016,28.659599,43.262663,5.951942,22.487135,14.367507,33.328201,0.764147,4.00007,13.762296,0.373379,5.326864,29.052449,Good
Bengaluru,16/05/2016,16.797624,44.996799,10.403205,26.108858,19.97921,41.580017,2.994627,3.219755,45.250128,1.675768,2.673518,33.076763,Good
Bengaluru,14/08/2016,21.589271,98.315554,5.69044,19.891099,3.099311,36.509282,3.539772,3.88044,19.744433,1.992225,0.675514,43.179547,Good
Bengaluru,18/05/2016,33.136657,59.115337,5.241626,19.213725,13.178259,40.523147,0.922764,4.093929,14.941065,1.928239,16.212516,36.221432,Good
Bengaluru,18/05/2016,33.624887,41.177404,8.856754,22.916837,17.877002,37.128057,0.43082,4.877694,20.173419,8.509576,32.863658,48.737864,Good
Bengaluru,18/05/2016,29.787971,42.302396,5.224499,26.996765,13.946932,30.566893,0.224079,4.114087,14.558152,0.1379,0.333926,47.086551,Good
Bengaluru,18/05/2016,39.332753,35.56623,7.48643,24.59966,9.092856,38.22121,0.406309,5.046073,18.740026,1.597219,6.129517,46.563719,Good
Bengaluru,14/11/2016,27.179858,73.517885,8.793286,34.145264,0,30.24023,0.2998,4.924106,14.487574,0.922553,1.136545,44.101269,Good
Bengaluru,15/11/2016,27.516007,56.410135,6.171846,25.23505,0,17.076609,0.423124,3.910093,11.880575,0.755828,0.586628,38.287159,Good
Bengaluru,15/03/2017,23.702117,67.095645,5.203243,24.049403,0,30.937209,0.135487,3.902912,8.246241,1.012165,0.938128,43.122734,Good
Bengaluru,15/03/2017,23.018755,69.830906,4.53387,24.541676,0,27.938293,0.10044,3.488088,7.836949,1.378976,1.162538,43.622936,Good
Bengaluru,10/05/2017,23.063944,68.836281,5.064822,32.265144,0,28.997877,0.247458,2.785943,22.934136,0.752102,0.938298,42.56194,Good
Bengaluru,14/11/2016,17.551743,65.678709,7.886111,29.330949,0,23.729301,0.508344,3.89814,21.868154,1.350548,0.579922,46.994843,Good
Bengaluru,22/05/2017,19.798228,69.478104,7.040451,32.166683,0,23.777468,0.300998,2.990422,13.725028,1.258037,1.222625,43.978758,Good
Bengaluru,27/05/2017,19.572314,39.908597,7.144811,27.152662,0,23.66888,0.420672,3.703664,13.658699,0.919818,0.906175,46.935979,Good
Bengaluru,27/05/2017,19.765428,57.212228,6.499615,26.730895,0,23.577158,0.304295,3.360509,12.092691,0.564741,0.45592,41.092287,Good
Bengaluru,15/03/2017,19.741687,64.467738,7.023348,26.813024,0,25.82041,0.291035,3.32468,8.991063,0.601291,0.869945,43.317387,Good
Bengaluru,28/05/2017,20.164079,56.041183,5.041237,25.261266,0,23.523817,0.26586,3.622217,11.08566,0.611054,0.467458,44.263336,Good
Bengaluru,14/11/2016,22.680012,80.997538,4.514996,29.161835,0,23.733634,0.313904,3.622306,9.132303,0.805815,0.616523,37.039136,Good
Bengaluru,27/05/2017,20.76133,50.401808,7.312948,33.836602,0,23.855168,0.4015,3.141503,8.756712,0.801448,0.544797,44.502072,Good
Bengaluru,14/11/2016,22.095782,82.660358,4.852557,31.123747,0,23.737238,0.705518,3.905021,8.670332,0.875943,0.754163,30.217953,Good
Bengaluru,27/05/2017,36.283115,32.832676,7.600875,27.97084,0.748987,28.52928,0.514965,3.868609,10.801393,0.669852,0.340061,47.946161,Good
Bengaluru,22/05/2017,19.272881,67.370221,6.999371,28.243646,0,23.710521,0.410137,3.706819,14.712078,0.735693,1.011166,44.819217,Good
Bengaluru,13/06/2017,16.857546,96.656678,7.166601,28.479635,0,24.048968,0.814633,4.795681,17.783742,0.71,0.596423,47.742905,Good
Bengaluru,19/06/2017,16.528055,85.763187,5.10354,26.12664,0,23.762064,0.679735,4.898891,13.114501,0.947882,1.107488,48.380491,Good
Bengaluru,15/03/2017,14.422742,72.382538,10.373922,31.149632,0,24.413288,0.424835,4.318229,11.511119,1.022384,1.171944,45.495971,Good
Bengaluru,19/06/2017,16.788932,89.417612,14.928912,28.037981,0,24.444753,0.876787,5.126187,15.66114,0.644843,0.576283,47.91159,Good
Bengaluru,27/05/2017,15.137402,48.508004,9.389532,32.308051,0,24.16456,0.525203,3.308533,8.999169,0.69362,0.726052,45.46371,Good
Bengaluru,19/06/2017,16.450668,89.667323,14.829429,28.023034,0,24.363659,0.906432,5.376896,14.275262,0.552282,0.619022,47.247074,Good
Bengaluru,19/06/2017,7.943803,91.268786,11.430562,31.012378,0,23.989181,0.370209,5.421935,18.638692,0.599562,0.640972,45.380513,Good
Bengaluru,27/05/2017,17.36977,54.478308,8.277572,33.727144,0,23.796946,0.407261,4.565101,7.618557,0.557219,0.389423,41.089997,Good
Bengaluru,15/03/2017,8.883949,67.234824,8.941373,31.525988,0,24.031017,0.353821,4.899126,7.627531,0.553379,0.763477,44.812503,Good
Bengaluru,19/06/2017,11.255785,87.259897,10.663852,29.108027,0,24.001997,0.499822,5.54826,16.197144,0.55,0.550094,44.500593,Good
Bengaluru,16/05/2016,26.158004,39.419073,9.690497,24.958857,18.427861,33.658493,0.43594,4.513566,11.668865,0.129139,3.475955,47.093176,Good
Bengaluru,13/06/2019,17.202729,50.795526,6.651814,17.954837,20.497094,11.767211,0.646999,5.699332,14.409931,1.089475,2.142539,48.720459,Good
Bengaluru,11/06/2019,12.858943,32.556928,6.958884,16.94039,23.158185,12.644417,0.692119,7.119802,25.539514,0.210364,1.098312,50,Good
Bengaluru,13/06/2019,16.082326,36.682245,7.696514,17.6844,23.454631,12.558076,0.668392,7.475296,25.401964,0.593114,1.607668,50,Good
Bengaluru,13/06/2019,16.114692,42.731717,5.093613,20.046301,21.235174,12.2691,0.635014,5.888092,22.58636,0.680505,1.152647,48.033436,Good
